#,Procedimiento,"Nombre o razón social del proveedor",Ejercicio,Trimestre,"Sujeto obligado contratante","Sujeto obligado solicitante","Número de contrato","Objeto del contrato",Descripción,"Fundamento jurídico","Fecha de celebración","Fecha de inicio","Fecha de término","Monto original de contrato","Archivo del contrato en PDF","Área responsable de la información","Fecha de validación",Año,"Fecha de actualización",Nota,Estatus,"Monto modificado","Monto total","Monto pagado a la fecha"
1,"Licitación pública","María Isabel Arvide Limón",2015,"2o Trimestre (Abril-Junio)",,*prueba,"Sin contrato","Sin contrato","Sin contrato","Sin contrato",,,,"$ 0.00",Ciclo_de_Vida_Proyectos.pdf,,,,,,Activo,$0.00,"$ 0.00","$ 0.00"
586,"Adjudicación directa","Promovisión del Caribe S.A. de C.V.",2017,"3er Trimestre (Julio-Septiembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",126/2017,"Cobertura Televisiva del Gobierno del Estado
 
   ","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 6,200,000.00",126-PROMOVISION_DEL_CARIBE_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 6,200,000.00","$ 6,200,000.00"
587,"Adjudicación directa","Xlalibre Multimedios S. de RL.",2017,"3er Trimestre (Julio-Septiembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",OI-002/2017,"Cobertura Publicitaria del Gobierno del Estado
 
 
 
 
 ","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.
 
 ",.,,,,"$ 10,440.00","No hay archivo","Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 10,440.00","$ 10,440.00"
588,"Adjudicación directa","Antonio Mora Ortiz",2017,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",044/2017,"Cobertura Publicitaria del Gobierno del Estado
 "," El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.
 
 ","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 194,880.00",044-ANTONIO_ORTIZ_MORA.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 194,880.00","$ 194,880.00"
589,"Adjudicación directa","Analisis Interpretacion Informativa, SC",2017,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",043/2017,"Cobertura Publicitaria del Gobierno del Estado
 
 
 
 "," El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.
 
 ","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 696,000.00",043-ANALISIS_INTERPRETACION_INFORMATIVA_SC.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 696,000.00","$ 696,000.00"
590,"Adjudicación directa","Comercial Byservi, S.A. de C.V.",2017,"2o Trimestre (Abril-Junio)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",061/2017,"Cobertura Publicitaria del Gobierno del Estado
 
    ","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.
 
 ","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 1,265,663.28",061-COMECIAL_BYSERVI_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 1,265,663.28","$ 1,265,663.28"
591,"Adjudicación directa","Cablemas Telecomunicaciones S.A. de C.V.",2017,"3er Trimestre (Julio-Septiembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",103/2017,"Transmision Extraordinaria Especial para el Gobierno del Estado
 
 
 
 
 "," El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.
 
 ","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 1,691,280.00",103-CABLEMAS_TELECOMUNICACIONES_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 1,691,280.00","$ 1,691,280.00"
592,"Adjudicación directa","Radio Cancún S.A. de C.V.",2017,"3er Trimestre (Julio-Septiembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",097/2017,"Cobertura Radiofónica  del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 69,600.00",097-RADIO_CANCUN_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 69,600.00","$ 69,600.00"
593,"Adjudicación directa","Televisora de Cancún S.A. de C.V.",2017,"3er Trimestre (Julio-Septiembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",095/2017,"Cobertura Televisiva Especial del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.
 
 ","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 232,000.00",095-TELEVISORA_DE_CANCUN_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 232,000.00","$ 232,000.00"
594,"Adjudicación directa","La Voz de Quintana Roo S.A. de C.V.",2017,"3er Trimestre (Julio-Septiembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",096/2017,"Cobertura Radiofónica  del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.
 
 
 ","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 69,600.00",096-VOZ_DE_QUINTANA_ROO.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 69,600.00","$ 69,600.00"
595,"Adjudicación directa","Promovisión del Caribe S.A. de C.V.",2017,"3er Trimestre (Julio-Septiembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",098/2017,"Cobertura Publicitaria del Gobierno del Estado","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.
 
 ",,,,"$ 164,720.00",098-PROMOVISION_DEL_CARIBE_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 164,720.00","$ 164,720.00"
596,"Adjudicación directa","Talina y Jonathan S.A. de C.V.",2017,"3er Trimestre (Julio-Septiembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",102/2017,"Cobertura Publicitaria del Gobierno del Estado
 
 ","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","  En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 92,800.00",102-TALINA_Y_JONATHANN_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 92,800.00","$ 92,800.00"
597,"Adjudicación directa","ATM Espectaculares SA de CV",2017,"3er Trimestre (Julio-Septiembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",109/2017,"Cobertura Publicitaria del Gobierno del Estado
 
 
 
 ","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.
 
 ","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 643,901.00",109-ATM_ESPETACULARES_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 643,901.00","$ 643,901.00"
598,"Adjudicación directa","Editora de Medios Mapa S.A. de C.V",2017,"3er Trimestre (Julio-Septiembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",101/2017,"Cobertura Publicitaria del Gobierno del Estado
 
 
 
 
 ","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.
 
 ","  En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 359,832.00",101-EDITORA_DE_MEDIOS_MAPA_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 359,832.00","$ 359,832.00"
599,"Adjudicación directa","Comercial Byservi, S.A. de C.V.",2017,"2o Trimestre (Abril-Junio)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",116/2017,"Cobertura Publicitaria del Gobierno del Estado
 
 
 ","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.
 
 ","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 1,662,280.00",116-COMERCIAL_BYSERVI__S_A_DE_C_V.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 1,662,280.00","$ 1,662,280.00"
600,"Adjudicación directa","Editora de Medios Mapa S.A. de C.V",2017,"3er Trimestre (Julio-Septiembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",112/2017,"Cobertura Publicitaria del Gobierno del Estado
 
 
 ","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 687,276.80",112-EDITORA_DE_MEDIOS_MAPA_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 687,276.80","$ 687,276.80"
601,"Adjudicación directa","Carlos Enrique Gasca Arceo",2017,"4o Trimestre (Octubre-Diciembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",114/2017,"Cobertura Publicitaria del Gobierno del Estado
 ","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 60,000.00",114-CARLOS_ENRIQUE_GASCA_ARCEO.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 60,000.00","$ 60,000.00"
602,"Adjudicación directa","Grupo  Informatico Integrador de Plataformas de medio SA de CV",2017,"3er Trimestre (Julio-Septiembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",115/2017,"Transmisión de dos spots de audio con duración de 30 segundos en 10 conjuntos cinepolis (96) a través de cuatro funciones diarias en cada sala.","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 854,585.92",115-GRUPO_INTEGRADOR_DE_PLATAFORMAS_DE_MEDIOS_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 854,585.92","$ 854,585.92"
603,"Adjudicación directa","Demos, Desarrollo de Medios, S.A. de C.V.",2017,"3er Trimestre (Julio-Septiembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",120/2017,"Cobertura Publicitaria del Gobierno del Estado
 
 
 ","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.
 
 ","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 60,717.88",120-DEMOS_DESARROLLO_DE_MEDIOS_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 60,717.88","$ 60,717.88"
604,"Adjudicación directa","Publicidad en Mobiliario Urbano SA dE CV",2017,"3er Trimestre (Julio-Septiembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",119/2017,"Cobertura Publicitaria del Gobierno del Estado
 
 ","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 2,676,120.00",119-PUBLICIDAD_EN_MOBILIARIO_URBANO_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 2,676,120.00","$ 2,676,120.00"
605,"Adjudicación directa","Impresión Sin Limite Tecnoprint S de RL de CV",2017,"3er Trimestre (Julio-Septiembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",117/2017,"Cobertura Publicitaria del Gobierno del Estado
 
 ","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.
 
 ","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 1,302,307.26",117-IMPRESION_SIN_LIMITE_TECNOPRINT_S_DE_RL_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 1,302,307.26","$ 1,302,307.26"
606,"Adjudicación directa","Postales y Promociones SPLIT SA de CV",2017,"3er Trimestre (Julio-Septiembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",118/2017,"Cobertura Publicitaria del Gobierno del Estado
 
 ","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 945,107.03",118-POSTALES_Y_PROMOCIONES_SPLIT_S_A_DE_C_V.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 945,107.03","$ 945,107.03"
607,"Adjudicación directa","Ferraez Comucinicaciones SA de CV",2017,"3er Trimestre (Julio-Septiembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",129/2017,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.
 
 ","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 278,400.00",129-FERRAEZ_COMUNICACION_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 278,400.00","$ 278,400.00"
608,"Adjudicación directa","Ediciones Digitales de Quintana Roo S.A. de C.V.",2017,"4o Trimestre (Octubre-Diciembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",127/2017,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.
 
 ","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 52,200.00",127-EDICIONES_DIGITALES_DE_QUINTANA_ROO.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 52,200.00","$ 52,200.00"
609,"Adjudicación directa","Impresión Sin Limite Tecnoprint S de RL de CV",2017,"4o Trimestre (Octubre-Diciembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",130/2017,"Cobertura Publicitaria del Gobierno del Estado
 
 ","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 435,126.60",130_IMPRESION_SIN_LIMITE_TECNOPRINT_S_DE_RL_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 435,126.60","$ 435,126.60"
610,"Adjudicación directa","Tv Azteca  S.A.B. de C.V.",2017,"2o Trimestre (Abril-Junio)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",091/2017,"Servicio Profesional y Difusión Especial Extraordinario de Labores a traves de los canalaes de programación Azteca a nivel Estatal.","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.
 
 ","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 5,800,000.00",091-TV_AZTECA_SA_B_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 5,800,000.00","$ 5,800,000.00"
611,"Adjudicación directa","Pedro Celestino Canche Herrera",2017,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",022/2017,"Cobertura Publicitaria del Gobierno del Estado
 
 
 ","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","  En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 100,000.12",022-PEDRO_CELESTINO_CANCHE_HERRERA.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 100,000.12","$ 100,000.12"
612,"Adjudicación directa","Manuel Jesus Villanueva Enriquez",2017,"4o Trimestre (Octubre-Diciembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",105/2017,"Cobertura Publicitaria del Gobierno del Estado
 
 ","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado."," En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 104,400.00",105-MANUEL_VILLANUEVA_ENRIQUEZ.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 104,400.00","$ 104,400.00"
613,"Adjudicación directa","Comercial Byservi, S.A. de C.V.",2017,"4o Trimestre (Octubre-Diciembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",125/2017,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 438,480.00",125-COMERCIAL_BYSERVI_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 438,480.00","$ 438,480.00"
614,"Adjudicación directa","Comercial Byservi, S.A. de C.V.",2017,"4o Trimestre (Octubre-Diciembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",131/2017,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 80,285.57",131-COMERCIAL_BYSEVI_DCSA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 80,285.57","$ 80,285.57"
615,"Adjudicación directa","Radio Informacion SA de CV",2017,"3er Trimestre (Julio-Septiembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",107/2017,"Cobertura Publicitaria del Gobierno del Estado
 
 
 ","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.
 
 
 ","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 185,600.00",107-RADIO_INFORMACION_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 185,600.00","$ 185,600.00"
616,"Adjudicación directa","JR Servicios de Informacion y Comunicacion SC",2017,"2o Trimestre (Abril-Junio)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",085/2017,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 522,000.00",085-JR_SERVICIOS_DE_INFORMACION_Y_COMUNICACION_SC.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 522,000.00","$ 522,000.00"
617,"Adjudicación directa","Talina y Jonathan S.A. de C.V.",2017,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo",024/2017,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 2,784,000.00",024-TALINA_Y_JONATHANN_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 2,784,000.00","$ 2,784,000.00"
618,"Adjudicación directa","Medios del Caribe SA de CV",2017,"3er Trimestre (Julio-Septiembre)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",113/2017,"Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 1,000,000.00",113-MEDIOS_DEL_CARIBE_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 1,000,000.00","$ 999,999.89"
619,"Adjudicación directa","Radio Cancún S.A. de C.V.",2017,"2o Trimestre (Abril-Junio)","Coordinación General de Comunicación del Gobierno de Quintana Roo","Coordinación General de Comunicación del Gobierno de Quintana Roo",060/2017,"Cobertura Radiofónica  del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","En los artículos 2,3,4,19 fracción III, 30 fracción VII y 33 fracciones XXXIII y XXXIV de la Ley Orgánica de la Administración Pública del Estado de Quintana Roo; 8 y 9 fracción VII del Reglamento Interior de la Secretaría de Finanzas y Planeación.",,,,"$ 626,400.00",060_RADIO_CANCUN_SA_DE_CV.pdf,"Dirección administrativa/CGC",,2017,,,Activo,$0.00,"$ 626,400.00","$ 626,400.00"
