#,"Número de factura",Proveedor,Contrato,Orden,Ejercicio,Trimestre,Monto,"Archivo factura en PDF (Vínculo al archivo)","Archivo factura en XML (Vínculo al archivo)","Fecha de erogación",Estatus
2670,1298/MAYO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",191093.76,1298-MAYO.pdf,,2017-05-12,Activo
2671,1299/MAYO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",23886.72,1299-MAYO.pdf,,2017-05-05,Activo
2672,1300/MAYO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",95546.88,1300-MAYO.pdf,,2017-05-10,Activo
2673,1301/MAYO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",18374.40,1301-MAYO.pdf,,2017-05-06,Activo
2674,1302/MAYO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",55123.20,1302-MAYO.pdf,,2017-05-19,Activo
2675,1303/MAYO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",36748.80,1303-MAYO.pdf,,2017-05-13,Activo
2676,1304/MAYO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",36748.80,1304-MAYO.pdf,,2017-05-15,Activo
2677,1305/MAYO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",95546.88,1305-MAYO.pdf,,2017-05-18,Activo
2678,1306/MAYO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",18374.40,1306-MAYO.pdf,,2017-05-15,Activo
2679,1307/MAYO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",95546.88,1307-MAYO.pdf,,2017-05-16,Activo
2680,1308/MAYO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",183744.00,1308-MAYO_375n235bota8c.pdf,,2017-05-27,Activo
2681,1309/MAYO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",112083.84,1309-MAYO.pdf,,2017-05-20,Activo
2682,1310/MAYO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",18374.40,1310-MAYO.pdf,,2017-05-17,Activo
2683,1311/MAYO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",4250.24,1311-MAYO.pdf,,2017-05-22,Activo
2684,1526/MAYO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",55123.20,1526-MAYO.pdf,,2017-05-26,Activo
2685,1315/JUNIO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",98245.04,1315-JUNIO.pdf,,2017-06-07,Activo
2686,1316/JUNIO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",191093.76,1316-JUNIO.pdf,,2017-06-05,Activo
2687,1318/JUNIO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",47773.44,1318-JUNIO.pdf,,2017-06-05,Activo
2688,1319/JUNIO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",143320.32,1319-JUNIO.pdf,,2017-06-10,Activo
2689,1320/JUNIO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",167207.04,1320-JUNIO.pdf,,2017-06-11,Activo
2690,1321/JUNIO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",286640.64,1321-JUNIO.pdf,,2017-06-10,Activo
2691,1322/JUNIO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",73699.44,1322-JUNIO.pdf,,2017-06-28,Activo
2692,1323/MAYO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",55123.20,1323-JUNIO.pdf,,2017-05-28,Activo
2693,1324/MAYO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",49123.68,1324-JUNIO.pdf,,2017-05-26,Activo
2694,1325/MAYO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"2o Trimestre (Abril-Junio)",47773.44,1325-JUNIO.pdf,,2017-05-23,Activo
2695,1332/JULIO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",324800.00,1332-JULIO.pdf,,2017-07-24,Activo
2696,1333/JULIO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",138040.00,1333-JULIO.pdf,,2017-07-28,Activo
2697,1334/JULIO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",36748.80,1334-JULIO.pdf,,2017-07-11,Activo
2698,1335/JULIO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",8537.60,1335-JULIO.pdf,,2017-07-15,Activo
2699,1336/JULIO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",119433.60,1336-JULIO.pdf,,2017-07-17,Activo
2700,1337/JULIO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",157760.00,1337-JULIO.pdf,,2017-07-31,Activo
2701,1338/JULIO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",138040.00,1338-JULIO.pdf,,2017-07-31,Activo
2702,1339/JULIO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",59160.00,1339-JULIO.pdf,,2017-07-22,Activo
2703,1340/JULIO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",177480.00,1340-JULIO.pdf,,2017-08-05,Activo
2704,1375/AGOSTO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",143320.32,1375-AGOSTO.pdf,,2017-08-28,Activo
2705,1376/AGOSTO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",47773.44,1376-AGOSTO.pdf,,2017-08-03,Activo
2706,1377/AGOSTO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",286640.64,1377-AGOSTO.pdf,,2017-08-25,Activo
2707,1378/AGOSTO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",167207.04,1378-AGOSTO.pdf,,2017-08-17,Activo
2708,1379/AGOSTO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",119433.60,1379-AGOSTO.pdf,,2017-08-28,Activo
2709,1380/AGOSTO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",143320.32,1380-AGOSTO.pdf,,2017-08-11,Activo
2710,1381/AGOSTO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",64310.40,1381-AGOSTO.pdf,,2017-08-18,Activo
2711,1383/AGOSTO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",18560.00,1383-AGOSTO.pdf,,2017-08-19,Activo
2712,1384/AGOSTO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2016,"3er Trimestre (Julio-Septiembre)",132685.44,1384-AGOSTO.pdf,,2017-08-31,Activo
2713,1385/AGOSTO,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",36748.80,1385-AGOSTO.pdf,,2017-08-30,Activo
2714,1389/SEPTIEMBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",32712.00,1389-SEPTIEMBRE.pdf,,2017-09-22,Activo
2715,1390/SEPTIEMBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",232696.00,1390-SEPTIEMBRE.pdf,,2017-09-30,Activo
2716,1391/SEPTIEMBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",82128.00,1391-SEPTIEMBRE.pdf,,2017-09-08,Activo
2717,1392/SEPTIEMBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",87232.00,1392-SEPTIEMBRE.pdf,,2017-09-22,Activo
2718,1393/SEPTIEMBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",11484.00,1393-SEPTIEMBRE.pdf,,2017-09-01,Activo
2719,1394/SEPTIEMBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",141752.00,1394-SEPTIEMBRE.pdf,,2017-09-14,Activo
2720,1395/SEPTIEMBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",54520.00,1395-SEPTIEMBRE.pdf,,2017-09-29,Activo
2721,1396/SEPTIEMBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",65424.00,1396-SEPTIEMBRE.pdf,,2017-09-13,Activo
2722,1397/SEPTIEMBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",119944.00,1397-SEPTIEMBRE.pdf,,2017-09-21,Activo
2723,1398/SEPTIEMBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",43616.00,1398-SEPTIEMBRE.pdf,,2017-09-15,Activo
2724,1399/SEPTIEMBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",48720.00,1399-SEPTIEMBRE.pdf,,2017-09-27,Activo
2725,1400/SEPTIEMBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",21808.00,1400-SEPTIEMBRE.pdf,,2017-09-15,Activo
2726,1401/SEPTIEMBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",65424.00,1401-SEPTIEMBRE.pdf,,2017-09-20,Activo
2727,1402/SEPTIEMBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",41760.00,1402-SEPTIEMBRE.pdf,,2017-09-20,Activo
2728,1403/SEPTIEMBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",27840.00,1403-SEPTIEMBRE.pdf,,2017-09-21,Activo
2729,1404/SEPTIEMBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",20880.00,1404-SEPTIEMBRE.pdf,,2017-09-28,Activo
2730,1627/SEPTIEMBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",62060.00,1627-SEPTIEMBRE.pdf,,2017-09-25,Activo
2731,1503/OCTUBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",32006.72,1503-OCTUBRE.pdf,,2017-10-07,Activo
2732,1504/OCTUBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",47773.44,1504-OCTUBRE.pdf,,2017-10-11,Activo
2733,1505/OCTUBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",64013.44,1505-OCTUBRE.pdf,,2017-10-13,Activo
2734,1507/OCTUBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",47773.44,1507-OCTUBRE.pdf,,2017-10-19,Activo
2735,1508/OCTUBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",128026.88,1508-OCTUBRE.pdf,,2017-10-25,Activo
2736,1509/OCTUBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",47773.44,1509-OCTUBRE.pdf,,2017-10-25,Activo
2737,1510/OCTUBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",28358.75,1510-OCTUBRE.pdf,,2017-10-21,Activo
2738,1512/OCTUBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",28358.75,1512-OCTUBRE.pdf,,2017-10-24,Activo
2739,1513/OCTUBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",108141.70,1513-OCTUBRE.pdf,,2017-10-20,Activo
2740,1514/OCTUBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",47773.44,1514-OCTUBRE.pdf,,2017-10-28,Activo
2741,1521/OCTUBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",416087.27,1521-OCTUBRE.pdf,,2017-10-31,Activo
2742,1522/OCTUBRE,"Grupo Informático Cancun Caribe  SA de CV",019/2017,"Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",163912.73,1522-OCTUBRE.pdf,,2017-10-28,Activo
2743,1531/NOVIEMBRE,"Grupo Informático Cancun Caribe  SA de CV","CM 004/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",58005.80,1531-NOVIEMBRE.pdf,,2017-11-13,Activo
2744,1532/NOVIEMBRE,"Grupo Informático Cancun Caribe  SA de CV","CM 004/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",162432.48,1532-NOVIEMBRE.pdf,,2017-11-17,Activo
2745,1533/NOVIEMBRE,"Grupo Informático Cancun Caribe  SA de CV","CM 004/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",108381.12,1533-NOVIEMBRE.pdf,,2017-11-10,Activo
2746,1535/NOVIEMBRE,"Grupo Informático Cancun Caribe  SA de CV","CM 004/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",48681.72,1535-NOVIEMBRE.pdf,,2017-11-27,Activo
2747,1536/NOVIEMBRE,"Grupo Informático Cancun Caribe  SA de CV","CM 004/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",11600.00,1536-NOVIEMBRE.pdf,,2017-11-14,Activo
2748,1537/NOVIEMBRE,"Grupo Informático Cancun Caribe  SA de CV","CM 004/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",11600.00,1537-NOVIEMBRE.pdf,,2017-11-14,Activo
2749,1538/NOVIEMBRE,"Grupo Informático Cancun Caribe  SA de CV","CM 004/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",144498.88,1538-NOVIEMBRE.pdf,,2017-11-29,Activo
2750,1539/NOVIEMBRE,"Grupo Informático Cancun Caribe  SA de CV","CM 004/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",34800.00,1539-NOVIEMBRE.pdf,,2017-11-16,Activo
2751,1556/DICIEMBRE,"Grupo Informático Cancun Caribe  SA de CV","CM 004/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",92800.00,1556-DICIEMBRE.pdf,,2017-12-28,Activo
2752,1557/DICIEMBRE,"Grupo Informático Cancun Caribe  SA de CV","CM 004/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",92800.00,1557-DICIEMBRE.pdf,,2017-12-29,Activo
2753,1558/DICIEMBRE,"Grupo Informático Cancun Caribe  SA de CV","CM 004/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",46400.00,1558-DICIEMBRE.pdf,,2017-12-29,Activo
2754,1559/DICIEMBRE,"Grupo Informático Cancun Caribe  SA de CV","CM 004/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",46400.00,1559-DICIEMBRE.pdf,,2017-12-28,Activo
2755,1563/DICIEMBRE,"Grupo Informático Cancun Caribe  SA de CV","CM 004/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",34800.00,1563-DICIEMBRE.pdf,,2017-12-15,Activo
2756,1564/DICIEMBRE,"Grupo Informático Cancun Caribe  SA de CV","CM 004/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",55680.00,1564-DICIEMBRE.pdf,,2017-12-16,Activo
2757,1566/DICIEMBRE,"Grupo Informático Cancun Caribe  SA de CV","CM 004/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",64960.00,1566-DICIEMBRE.pdf,,2017-12-29,Activo
2758,1580/DICIEMBRE,"Grupo Informático Cancun Caribe  SA de CV","CM 004/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",46400.00,1580-DICIEMBRE.pdf,,2017-12-06,Activo
2759,1581/DICIEMBRE,"Grupo Informático Cancun Caribe  SA de CV","CM 004/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",34800.00,1581-DICIEMBRE.pdf,,2017-12-14,Activo
2760,1590/DICIEMBRE,"Grupo Informático Cancun Caribe  SA de CV","CM 004/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",27840.00,1590-DICIEMBRE.pdf,,2017-12-04,Activo
2761,1591/DICIEMBRE,"Grupo Informático Cancun Caribe  SA de CV","CM 004/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",37120.00,1591-DICIEMBRE.pdf,,2017-12-08,Activo
2762,1177/AGOSTO,"Meta Medio S.C.",040/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",225817.20,1177-AGOSTO.pdf,,2017-08-27,Activo
2763,1178/AGOSTO,"Meta Medio S.C.",040/2017,"Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",145143.14,1178-AGOSTO.pdf,,2017-08-17,Activo
2764,1179-SEPTIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",32254.03,1179--SEPTIEMBRE.pdf,,2017-09-30,Activo
2765,1181-SEPTIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",16127.02,1181-SEPTIEMBRE.pdf,,2017-09-28,Activo
2766,1182-SEPTIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",64508.06,1182-SEPTIEMBRE_3764zrb96ns4o.pdf,,2017-09-20,Activo
2767,1183-SEPTIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",48381.05,1183-SEPTIEMBRE_bim3nenh39wz.pdf,,2017-09-18,Activo
2768,1184-SEPTIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",96762.10,1184-SEPTIEMBRE_37654vl1lvc4o.pdf,,2017-09-20,Activo
2769,1185-SEPTIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",32254.03,1185-SEPTIEMBRE.pdf,,2017-09-15,Activo
2770,1186-SEPTIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",16127.02,1187-SEPTIEMBRE_bim447gih0d8.pdf,,2017-09-14,Activo
2771,1187-SEPTIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",129016.13,1187-SEPTIEMBRE.pdf,,2017-09-27,Activo
2772,1188-SEPTIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",32253.80,1188-SEPTIEMBRE.pdf,,2017-09-14,Activo
2773,1189-SEPTIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",64508.06,1189-SEPTIEMBRE.pdf,,2017-09-15,Activo
2774,1190-SEPTIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",16127.02,1190-SEPTIEMBRE.pdf,,2017-09-10,Activo
2775,1191-SEPTIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",96762.10,1191-SEPTIEMBRE.pdf,,2017-09-13,Activo
2776,1192-SEPTIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",112889.11,1192-SEPTIEMBRE.pdf,,2017-09-06,Activo
2777,1240-SEPTIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",16126.90,1240-SEPTIEMBRE.pdf,,2017-09-28,Activo
2778,1193-SEPTIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"3er Trimestre (Julio-Septiembre)",475903.57,1193-SEPTIEMBRE.pdf,,2017-09-30,Activo
2779,1194/OCTUBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",16127.03,1194-OCTUBRE.pdf,,2017-10-08,Activo
2780,1195/OCTUBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",80635.08,1195-OCTUBRE.pdf,,2017-10-11,Activo
2781,1196/OCTUBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",16127.02,1196-OCTUBRE.pdf,,2017-10-09,Activo
2782,1197/OCTUBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2015,"4o Trimestre (Octubre-Diciembre)",96762.10,1197-OCTUBRE.pdf,,2017-10-15,Activo
2783,1198/OCTUBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",338667.34,1198-OCTUBRE.pdf,,2017-10-31,Activo
2784,1199/OCTUBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",274159.27,1199-OCTUBRE.pdf,,2017-10-31,Activo
2785,1200/OCTUBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",48381.05,1200-OCTUBRE.pdf,,2017-10-17,Activo
2786,1201/OCTUBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",48381.05,1201-OCTUBRE.pdf,,2017-10-19,Activo
2787,1202/OCTUBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",96762.10,1202-OCTUBRE.pdf,,2017-10-25,Activo
2788,1203/OCTUBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",96762.10,1203-OCTUBRE.pdf,,2017-10-25,Activo
2789,1204/OCTUBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",72727.82,1204-OCTUBRE.pdf,,2017-10-24,Activo
2790,1206/NOVIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",306413.30,1206-NOVIEMBRE.pdf,,2017-11-27,Activo
2791,1207/NOVIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",306413.30,1207-NOVIEMBRE.pdf,,2017-11-30,Activo
2792,1208/NOVIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",306413.30,1208-NOVIEMBRE.pdf,,2017-11-13,Activo
2793,1209/NOVIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",306413.30,1209-NOVIEMBRE.pdf,,2017-11-12,Activo
2794,1210/NOVIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",24346.78,1210-NOVIEMBRE.pdf,,2017-11-17,Activo
2795,1211/DICIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",16127.03,1211-DICIEMBRE.pdf,,2017-12-31,Activo
2796,1212/DICIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",48381.05,1212-DICIEMBRE.pdf,,2017-12-31,Activo
2797,1213/DICIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",32254.03,1213-DICIEMBRE.pdf,,2017-12-31,Activo
2798,1214/DICIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",32254.03,1214-DICIEMBRE.pdf,,2017-12-31,Activo
2799,1215/DICIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",80635.08,1215-DICIEMBRE.pdf,,2017-12-06,Activo
2800,1216/DICIEMBRE,"Meta Medio S.C.","CM 003/2017","Sin orden de compra",2017,"4o Trimestre (Octubre-Diciembre)",129016.13,1216-DICIEMBRE.pdf,,2017-12-08,Activo
