#,"Número de contrato",Procedimiento,Proveedor,Ejercicio,Trimestre,Contratante,Solicitante,"Objeto del contrato",Descripción,"Fundamento jurídico","Fecha celebración","Fecha inicio","Fecha fin","Monto original del contrato","Monto modificado","Monto total","Monto pagado a la fecha","Archivo contrato en PDF (Vinculo al archivo)",Estatus
449,271/2015,"Adjudicación directa","Luis Armando Aguilar Muñoz",2015,"3er Trimestre (Julio-Septiembre)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-09-01,2015-09-01,2015-09-30,58000.00,0.00,58000.00,,0271_LUIS_ARMANDO_AGUILAR_MUNOZ_EXTRAORDINARIO.pdf,Activo
450,243/2015,"Adjudicación directa","Patricia Robles Valle",2015,"3er Trimestre (Julio-Septiembre)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-08-24,2015-08-01,2015-08-31,1200000.00,0.00,1200000.00,,0243_ROBLES_VALLE_PATRICIA_PAGO_UNICO.pdf,Activo
451,236/2015,"Adjudicación directa","Pedro Daniel Rodríguez Hernández",2015,"2o Trimestre (Abril-Junio)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-05-06,2015-05-01,2015-05-31,121471.70,0.00,121471.70,,0236_PEDRO_DANIEL_RODRIGUEZ_HERNANDEZ_EXTRAORDINARIO.pdf,Activo
452,017/2015,"Adjudicación directa","Pedro Amador Valdez",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-23,2015-01-01,2015-12-31,96960.00,0.00,96960.00,,017_PEDRO_AMADOR_VALDEZ.pdf,Activo
453,035/2015,"Adjudicación directa","Silvia Hernández Alonzo",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-15,2015-01-01,2015-12-31,399600.00,0.00,399600.00,,035_SILVIA_HERNANDEZ_ALONZO.pdf,Activo
454,071/2015,"Adjudicación directa","Editorial La Palabra de Quintana Roo S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-21,2015-01-01,2015-12-31,2784000.00,0.00,2784000.00,,071_EDITORIAL_LA_PALABRA_SA_DE_CV.pdf,Activo
455,065/2015,"Adjudicación directa","Amart Soluciones Comunicación S.C.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-01,2015-01-01,2015-12-31,420000.00,0.00,420000.00,,065_AMART_SOLUCIONES_COMUNICACION.pdf,Activo
456,016/2015,"Adjudicación directa","Mirna Areli Perera Martinez",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-21,2015-01-01,2015-12-31,266400.00,0.00,266400.00,,016_MIRNA_ARELY_PERERA_MARTINEZ.pdf,Activo
457,245/2015,"Adjudicación directa","Asesoría en Propaganda y Difusión S.C.",2015,"3er Trimestre (Julio-Septiembre)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-09-01,2015-09-01,2015-09-30,1160000.00,0.00,1160000.00,,0245_ASESORIA_EN_PROPAGANDA_Y_DIFUSION.pdf,Activo
458,255/2015,"Adjudicación directa","Publicaciones Zafiro S.A. de C.V.",2015,"3er Trimestre (Julio-Septiembre)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-09-11,2015-09-01,2015-09-30,44022.00,0.00,44022.00,,0255_PUBLICACIONES_ZAFIRO_SA_DE_CV.pdf,Activo
459,256/2015,"Adjudicación directa","Ingenieria Publicitaria y Arte S.A. de C.V.",2015,"3er Trimestre (Julio-Septiembre)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-09-18,2015-09-01,2015-09-30,466760.80,0.00,466760.80,,0256__INGENIERIA_PUBLICITARIA_Y_ARTE_S.A._DE_C.V..pdf,Activo
460,260/2015,"Adjudicación directa","Grupo Sexenio Comunicaciones S.A. de C.V.",2015,"3er Trimestre (Julio-Septiembre)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-09-18,2015-09-01,2015-09-30,600000.00,0.00,600000.00,,0260_GRUPO_SEXENIO.pdf,Activo
461,273/2015,"Adjudicación directa","Grupo Sexenio Comunicaciones S.A. de C.V.",2015,"3er Trimestre (Julio-Septiembre)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-09-18,2015-09-01,2015-09-30,464000.00,0.00,464000.00,,0273_GRUPO_SEXENIO.pdf,Activo
462,274/2015,"Adjudicación directa","Grupo Sexenio Comunicaciones S.A. de C.V.",2015,"3er Trimestre (Julio-Septiembre)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-09-18,2015-09-01,2015-09-30,464000.00,0.00,464000.00,,0274_GRUPO_SEXENIO.pdf,Activo
463,265/2015,"Adjudicación directa","María Yasmín Alessandrini Morales",2015,"3er Trimestre (Julio-Septiembre)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-09-11,2015-09-01,2015-09-30,50000.00,0.00,50000.00,,0265_MARIA_YAZMIN_ALESSANDRINI.pdf,Activo
464,268/2015,"Adjudicación directa","Advertimagen Consultores S.A. de C.V.",2015,"3er Trimestre (Julio-Septiembre)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-11-01,2015-11-01,2015-12-31,2500000.00,0.00,2500000.00,,0268_ADVERTIMAGEN_CONSULTORES.pdf,Activo
465,218/2015,"Adjudicación directa","Victor Gerardo Ruiz Garcia",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo"," 
Cobertura Publicitaria del Gobierno del Estado"," 
El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado."," 
Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-15,2015-01-01,2015-12-31,285849.00,0.00,285849.00,,0218_VICTOR_GERARDO_RUIZ_GARCIA.pdf,Activo
466,211/2015,"Adjudicación directa","Blue Signe S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-15,2015-01-01,2015-12-31,1252800.00,0.00,1252800.00,,0211_BLUE_SIGNE_S.A._DE_C.V..pdf,Activo
467,163/2015,"Adjudicación directa","Anaka S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.
 
 ","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-30,2015-01-01,2015-12-31,1065600.00,0.00,1065600.00,,0163_ANAKA_S.A._DE_C.V..pdf,Activo
468,166/2015,"Adjudicación directa","Editorial Ovaciones S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-15,2015-01-01,2015-12-31,1252800.00,0.00,1252800.00,,0166_EDITORIAL_OVACIONES_SA_DE_CV.pdf,Activo
469,176/2015,"Adjudicación directa","Georgina Gertrudis Gomez Garcia",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial",2015-01-26,2015-01-01,2015-12-31,363600.00,0.00,363600.00,,0176_GEORGINA_GOMEZ_GARCIA.pdf,Activo
470,180/2015,"Adjudicación directa","Dante Ang Echaniz",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.
 
 ","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-22,2015-01-01,2015-12-31,417600.00,0.00,417600.00,,0180_DANTE_ANG_ECHAIZ.pdf,Activo
471,217/2015,"Adjudicación directa","Especialistas en Medios S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-15,2015-01-01,2015-12-31,267960.00,0.00,267960.00,,0217_ESPECIALISTAS_EN_MEDIOS_S.A._DE_C.V..pdf,Activo
472,149/2015,"Adjudicación directa","Reyna Marin Urgell",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-27,2017-08-01,2015-12-31,399600.00,0.00,399600.00,,0149_REYNA_MARIN_URGELL.pdf,Activo
473,215/2015,"Adjudicación directa","Luis Armando Aguilar Muñoz",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-16,2015-01-01,2015-12-31,477482.16,0.00,477482.16,,0215_LUIS_ARMANDO_AGUILAR_MUNOZ.pdf,Activo
474,187/2015,"Adjudicación directa","Manville George Berry Corral",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-30,2015-01-01,2015-12-31,393962.28,0.00,393962.28,,0187_JORGE_BERRY.pdf,Activo
475,031/2015,"Adjudicación directa","Alfonso Cox Tun",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-15,2015-01-01,2015-12-31,132633.96,0.00,132633.96,,031_ALFONSO_COX_TUN.pdf,Activo
476,019/2015,"Adjudicación directa","Proyectos, Productos y Servicios de la Península S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura de  Propaganda Radiofónica Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-29,2015-01-01,2015-12-31,15312000.00,0.00,15312000.00,,019_PROYECTOS_PRODUCTOS_Y_SERVICIOS_DE_LA_PENINSULA_S.A._DE_C.V..pdf,Activo
477,167/2015,"Adjudicación directa","Starstreet S.A. de C.V.",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-15,2015-01-01,2015-12-31,1278720.00,0.00,1278720.00,,0167_STARSTREET_S.A._DE_C.V..pdf,Activo
478,184/2015,"Adjudicación directa","Irasema Guadalupe Velasco Argente",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-23,2015-01-01,2015-12-31,132633.96,0.00,132633.96,,0184_IRASEMA_GUADALUPE_VELASCO_ARGENTE.pdf,Activo
479,207/2015,"Adjudicación directa","Fernando Guadalupe Meraz Mejorado",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-20,2015-01-01,2015-12-31,250560.00,0.00,250560.00,,0207_FERNANDO_DE_GUADALUPE_MERAZ_MEJORADO.pdf,Activo
480,054/2015,"Adjudicación directa","Eduardo Ochoa Guerrero",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Periodística del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2015-01-15,2015-01-01,2015-12-31,399600.00,0.00,399600.00,,054_EDUARDO_OCHOA_GUERRERO.pdf,Activo
481,109/2015,"Adjudicación directa","Roció Guadalupe Ortega Pereira",2015,"1er Trimestre (Enero-Marzo)","Vocero del Estado de Quintana Roo","Vocero del Estado de Quintana Roo","Cobertura Publicitaria del Gobierno del Estado","El Proveedor tiene él perfil y herramientas necesarias para dar a conocer las acciones de Gobierno del Estado.","Se crea la Unidad Administrativa denominada Vocero del Gobierno del Estado publicada en el Periódico Oficial del Gobierno del Estado, el 1 de febrero de 2002  y  lo que establecen los artículos Primero, Segundo, Séptimo Fracciones I, V, IX y X del dicho acuerdo, y artículo 8 del reglamento interior de la Unidad Administrativa Vocero del Gobierno del Estado publicado el 31 de marzo de 2005, en el Periódico Oficial.",2016-01-26,2015-01-01,2015-12-31,237386.28,0.00,237386.28,,0109_ROCIO_GUADALUPE_ORTEGA_PEREIRA.pdf,Activo
